type,rank,id,score,file_path,nearest_id,label,nearest_label,label_conflict,reason
dup,1,train_00666,1.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/dup_pairs/rank001_dup1p000_train_00666__nearest_train_01056.png,train_01056,0,0,False,dup_score=1.0000; nearest_cos_sim=0.9877; dup_source=phash
ood,468,train_00244,0.5736456808199122,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank468_ood0p574_train_00244.png,,1,,,ood_score=0.5736; mean_cos=0.7885; centroid_cos=0.7531; density_rank=0.4202; centroid_rank=0.4356; confidence=0.9313
ood,469,train_00042,0.5724743777452416,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank469_ood0p572_train_00042.png,,0,,,ood_score=0.5725; mean_cos=0.7863; centroid_cos=0.7561; density_rank=0.4026; centroid_rank=0.4649; confidence=0.9110
ood,470,train_00046,0.5723279648609078,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank470_ood0p572_train_00046.png,,1,,,ood_score=0.5723; mean_cos=0.7998; centroid_cos=0.7270; density_rank=0.5395; centroid_rank=0.2599; confidence=0.9750
ood,471,train_00541,0.5715959004392387,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank471_ood0p572_train_00541.png,,1,,,ood_score=0.5716; mean_cos=0.7845; centroid_cos=0.7613; density_rank=0.3821; centroid_rank=0.4978; confidence=0.9226
ood,472,train_01207,0.569692532942899,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank472_ood0p570_train_01207.png,,1,,,ood_score=0.5697; mean_cos=0.7582; centroid_cos=0.7947; density_rank=0.1881; centroid_rank=0.7936; confidence=0.5503
ood,473,train_00386,0.5676427525622254,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank473_ood0p568_train_00386.png,,1,,,ood_score=0.5676; mean_cos=0.8079; centroid_cos=0.7005; density_rank=0.6245; centroid_rank=0.1442; confidence=0.9944
ood,474,train_00622,0.5673499267935578,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank474_ood0p567_train_00622.png,,0,,,ood_score=0.5673; mean_cos=0.7807; centroid_cos=0.7697; density_rank=0.3419; centroid_rank=0.5688; confidence=0.9748
ood,475,train_00308,0.5667642752562225,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank475_ood0p567_train_00308.png,,1,,,ood_score=0.5668; mean_cos=0.8039; centroid_cos=0.7166; density_rank=0.5820; centroid_rank=0.2101; confidence=0.9965
ood,476,train_00830,0.565592972181552,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank476_ood0p566_train_00830.png,,0,,,ood_score=0.5656; mean_cos=0.7567; centroid_cos=0.7985; density_rank=0.1794; centroid_rank=0.8170; confidence=0.2626
ood,477,train_01260,0.5645680819912152,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank477_ood0p565_train_01260.png,,1,,,ood_score=0.5646; mean_cos=0.8080; centroid_cos=0.7016; density_rank=0.6266; centroid_rank=0.1486; confidence=0.9915
ood,478,train_00706,0.563836017569546,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank478_ood0p564_train_00706.png,,0,,,ood_score=0.5638; mean_cos=0.7450; centroid_cos=0.8180; density_rank=0.1164; centroid_rank=0.9158; confidence=0.5168
ood,479,train_00026,0.563103953147877,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank479_ood0p563_train_00026.png,,1,,,ood_score=0.5631; mean_cos=0.7667; centroid_cos=0.7901; density_rank=0.2328; centroid_rank=0.7430; confidence=0.6521
ood,480,train_01300,0.5629575402635432,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank480_ood0p563_train_01300.png,,1,,,ood_score=0.5630; mean_cos=0.7762; centroid_cos=0.7770; density_rank=0.3023; centroid_rank=0.6391; confidence=0.9764
ood,481,train_01089,0.5625183016105417,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank481_ood0p563_train_01089.png,,0,,,ood_score=0.5625; mean_cos=0.7562; centroid_cos=0.8020; density_rank=0.1713; centroid_rank=0.8367; confidence=0.9489
ood,482,train_00272,0.5622254758418741,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank482_ood0p562_train_00272.png,,1,,,ood_score=0.5622; mean_cos=0.7794; centroid_cos=0.7723; density_rank=0.3324; centroid_rank=0.5959; confidence=0.9709
ood,483,train_00800,0.5619326500732065,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank483_ood0p562_train_00800.png,,0,,,ood_score=0.5619; mean_cos=0.7472; centroid_cos=0.8160; density_rank=0.1245; centroid_rank=0.9085; confidence=0.9296
ood,484,train_01305,0.561493411420205,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank484_ood0p561_train_01305.png,,1,,,ood_score=0.5615; mean_cos=0.7952; centroid_cos=0.7445; density_rank=0.4868; centroid_rank=0.3660; confidence=0.9952
ood,485,train_00876,0.5612005856515374,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank485_ood0p561_train_00876.png,,0,,,ood_score=0.5612; mean_cos=0.7990; centroid_cos=0.7336; density_rank=0.5322; centroid_rank=0.2987; confidence=0.9997
ood,486,train_01198,0.5612005856515374,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank486_ood0p561_train_01198.png,,1,,,ood_score=0.5612; mean_cos=0.8083; centroid_cos=0.7023; density_rank=0.6288; centroid_rank=0.1537; confidence=0.9963
ood,487,train_00178,0.5601756954612006,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank487_ood0p560_train_00178.png,,0,,,ood_score=0.5602; mean_cos=0.7799; centroid_cos=0.7722; density_rank=0.3367; centroid_rank=0.5944; confidence=0.9955
ood,488,train_00843,0.5600292825768667,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank488_ood0p560_train_00843.png,,0,,,ood_score=0.5600; mean_cos=0.7746; centroid_cos=0.7810; density_rank=0.2877; centroid_rank=0.6684; confidence=0.9996
ood,489,train_01354,0.5591508052708638,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank489_ood0p559_train_01354.png,,1,,,ood_score=0.5592; mean_cos=0.7833; centroid_cos=0.7682; density_rank=0.3653; centroid_rank=0.5542; confidence=0.9597
ood,490,train_00764,0.5572474377745241,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank490_ood0p557_train_00764.png,,0,,,ood_score=0.5572; mean_cos=0.7787; centroid_cos=0.7749; density_rank=0.3265; centroid_rank=0.6171; confidence=0.9991
ood,491,train_00215,0.5566617862371889,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank491_ood0p557_train_00215.png,,0,,,ood_score=0.5567; mean_cos=0.7841; centroid_cos=0.7670; density_rank=0.3748; centroid_rank=0.5461; confidence=0.9999
ood,492,train_00515,0.5563689604685212,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank492_ood0p556_train_00515.png,,0,,,ood_score=0.5564; mean_cos=0.7663; centroid_cos=0.7916; density_rank=0.2313; centroid_rank=0.7621; confidence=0.9895
ood,493,train_00743,0.5560761346998535,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank493_ood0p556_train_00743.png,,0,,,ood_score=0.5561; mean_cos=0.7573; centroid_cos=0.8014; density_rank=0.1845; centroid_rank=0.8331; confidence=0.9163
ood,494,train_00254,0.5556368960468521,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank494_ood0p556_train_00254.png,,0,,,ood_score=0.5556; mean_cos=0.7639; centroid_cos=0.7936; density_rank=0.2189; centroid_rank=0.7826; confidence=0.9776
ood,495,train_00028,0.5547584187408492,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank495_ood0p555_train_00028.png,,0,,,ood_score=0.5548; mean_cos=0.7796; centroid_cos=0.7742; density_rank=0.3360; centroid_rank=0.6091; confidence=0.9988
ood,496,train_00067,0.5543191800878478,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank496_ood0p554_train_00067.png,,0,,,ood_score=0.5543; mean_cos=0.7911; centroid_cos=0.7550; density_rank=0.4392; centroid_rank=0.4553; confidence=0.9962
ood,497,train_00444,0.5538799414348463,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank497_ood0p554_train_00444.png,,1,,,ood_score=0.5539; mean_cos=0.8172; centroid_cos=0.6451; density_rank=0.7182; centroid_rank=0.0381; confidence=1.0000
ood,498,train_00789,0.5538799414348462,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank498_ood0p554_train_00789.png,,0,,,ood_score=0.5539; mean_cos=0.7805; centroid_cos=0.7737; density_rank=0.3404; centroid_rank=0.6047; confidence=0.9872
ood,499,train_00102,0.5530014641288433,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank499_ood0p553_train_00102.png,,0,,,ood_score=0.5530; mean_cos=0.7654; centroid_cos=0.7932; density_rank=0.2262; centroid_rank=0.7782; confidence=0.9968
ood,500,train_00298,0.5528550512445095,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank500_ood0p553_train_00298.png,,1,,,ood_score=0.5529; mean_cos=0.7478; centroid_cos=0.8203; density_rank=0.1274; centroid_rank=0.9268; confidence=0.8967
ood,501,train_00354,0.552415812591508,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank501_ood0p552_train_00354.png,,1,,,ood_score=0.5524; mean_cos=0.8163; centroid_cos=0.6575; density_rank=0.7123; centroid_rank=0.0505; confidence=0.9965
ood,502,train_01124,0.5522693997071741,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank502_ood0p552_train_01124.png,,0,,,ood_score=0.5523; mean_cos=0.8085; centroid_cos=0.7077; density_rank=0.6325; centroid_rank=0.1706; confidence=0.9999
ood,503,train_00530,0.5521229868228404,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank503_ood0p552_train_00530.png,,1,,,ood_score=0.5521; mean_cos=0.8059; centroid_cos=0.7193; density_rank=0.6010; centroid_rank=0.2182; confidence=0.9980
ood,504,train_00280,0.5512445095168375,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank504_ood0p551_train_00280.png,,1,,,ood_score=0.5512; mean_cos=0.7543; centroid_cos=0.8102; density_rank=0.1618; centroid_rank=0.8792; confidence=0.9691
ood,505,train_00586,0.5512445095168375,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank505_ood0p551_train_00586.png,,1,,,ood_score=0.5512; mean_cos=0.8139; centroid_cos=0.6807; density_rank=0.6874; centroid_rank=0.0908; confidence=0.9974
ood,506,train_00151,0.5510980966325036,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank506_ood0p551_train_00151.png,,1,,,ood_score=0.5511; mean_cos=0.8151; centroid_cos=0.6718; density_rank=0.7013; centroid_rank=0.0703; confidence=0.9956
ood,507,train_00241,0.5493411420204978,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank507_ood0p549_train_00241.png,,1,,,ood_score=0.5493; mean_cos=0.7481; centroid_cos=0.8212; density_rank=0.1303; centroid_rank=0.9312; confidence=0.7947
ood,508,train_01331,0.5489019033674963,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank508_ood0p549_train_01331.png,,0,,,ood_score=0.5489; mean_cos=0.7572; centroid_cos=0.8041; density_rank=0.1837; centroid_rank=0.8521; confidence=0.9720
ood,509,train_01008,0.5484626647144949,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank509_ood0p548_train_01008.png,,0,,,ood_score=0.5485; mean_cos=0.7979; centroid_cos=0.7420; density_rank=0.5198; centroid_rank=0.3492; confidence=0.9997
ood,510,train_01197,0.5478770131771595,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank510_ood0p548_train_01197.png,,0,,,ood_score=0.5479; mean_cos=0.7721; centroid_cos=0.7879; density_rank=0.2709; centroid_rank=0.7240; confidence=0.6465
ood,511,train_00963,0.5471449487554905,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank511_ood0p547_train_00963.png,,0,,,ood_score=0.5471; mean_cos=0.7594; centroid_cos=0.8030; density_rank=0.1925; centroid_rank=0.8433; confidence=0.9677
ood,512,train_01181,0.5471449487554905,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank512_ood0p547_train_01181.png,,0,,,ood_score=0.5471; mean_cos=0.7729; centroid_cos=0.7868; density_rank=0.2775; centroid_rank=0.7160; confidence=0.9927
ood,513,train_00676,0.5471449487554905,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank513_ood0p547_train_00676.png,,0,,,ood_score=0.5471; mean_cos=0.7705; centroid_cos=0.7897; density_rank=0.2613; centroid_rank=0.7401; confidence=0.9997
ood,514,train_00183,0.5468521229868228,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank514_ood0p547_train_00183.png,,0,,,ood_score=0.5469; mean_cos=0.7874; centroid_cos=0.7638; density_rank=0.4092; centroid_rank=0.5190; confidence=0.9992
ood,515,train_01125,0.546705710102489,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank515_ood0p547_train_01125.png,,0,,,ood_score=0.5467; mean_cos=0.7988; centroid_cos=0.7401; density_rank=0.5315; centroid_rank=0.3360; confidence=1.0000
ood,516,train_01295,0.5461200585651538,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank516_ood0p546_train_01295.png,,1,,,ood_score=0.5461; mean_cos=0.7542; centroid_cos=0.8137; density_rank=0.1611; centroid_rank=0.8931; confidence=0.5080
ood,517,train_00446,0.5458272327964862,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank517_ood0p546_train_00446.png,,1,,,ood_score=0.5458; mean_cos=0.8015; centroid_cos=0.7325; density_rank=0.5608; centroid_rank=0.2943; confidence=0.9883
ood,518,train_00481,0.5455344070278184,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank518_ood0p546_train_00481.png,,1,,,ood_score=0.5455; mean_cos=0.8054; centroid_cos=0.7237; density_rank=0.5974; centroid_rank=0.2401; confidence=0.9943
ood,519,train_01021,0.5445095168374816,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank519_ood0p545_train_01021.png,,0,,,ood_score=0.5445; mean_cos=0.7547; centroid_cos=0.8133; density_rank=0.1647; centroid_rank=0.8917; confidence=0.9818
ood,520,train_01051,0.5436310395314787,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank520_ood0p544_train_01051.png,,1,,,ood_score=0.5436; mean_cos=0.7625; centroid_cos=0.7998; density_rank=0.2116; centroid_rank=0.8236; confidence=0.0385
ood,521,train_01357,0.5434846266471449,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank521_ood0p543_train_01357.png,,0,,,ood_score=0.5435; mean_cos=0.8043; centroid_cos=0.7277; density_rank=0.5842; centroid_rank=0.2650; confidence=1.0000
ood,522,train_00691,0.5434846266471449,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank522_ood0p543_train_00691.png,,1,,,ood_score=0.5435; mean_cos=0.8121; centroid_cos=0.6950; density_rank=0.6750; centroid_rank=0.1288; confidence=0.9967
ood,523,train_01183,0.5433382137628111,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank523_ood0p543_train_01183.png,,1,,,ood_score=0.5433; mean_cos=0.8182; centroid_cos=0.6584; density_rank=0.7269; centroid_rank=0.0512; confidence=0.9996
ood,524,train_01084,0.5433382137628111,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank524_ood0p543_train_01084.png,,1,,,ood_score=0.5433; mean_cos=0.8195; centroid_cos=0.6426; density_rank=0.7387; centroid_rank=0.0337; confidence=1.0000
ood,525,train_01365,0.5433382137628111,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank525_ood0p543_train_01365.png,,1,,,ood_score=0.5433; mean_cos=0.8038; centroid_cos=0.7285; density_rank=0.5805; centroid_rank=0.2709; confidence=0.9893
ood,526,train_00256,0.5430453879941435,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank526_ood0p543_train_00256.png,,0,,,ood_score=0.5430; mean_cos=0.7841; centroid_cos=0.7707; density_rank=0.3755; centroid_rank=0.5791; confidence=0.9864
ood,527,train_01222,0.5428989751098097,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank527_ood0p543_train_01222.png,,0,,,ood_score=0.5429; mean_cos=0.7567; centroid_cos=0.8094; density_rank=0.1786; centroid_rank=0.8748; confidence=0.9319
ood,528,train_00063,0.5414348462664715,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank528_ood0p541_train_00063.png,,0,,,ood_score=0.5414; mean_cos=0.7926; centroid_cos=0.7559; density_rank=0.4553; centroid_rank=0.4634; confidence=0.9996
ood,529,train_00892,0.54099560761347,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank529_ood0p541_train_00892.png,,0,,,ood_score=0.5410; mean_cos=0.7964; centroid_cos=0.7474; density_rank=0.5029; centroid_rank=0.3931; confidence=1.0000
ood,530,train_00334,0.5404099560761347,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank530_ood0p540_train_00334.png,,0,,,ood_score=0.5404; mean_cos=0.7837; centroid_cos=0.7720; density_rank=0.3712; centroid_rank=0.5922; confidence=0.9833
ood,531,train_00791,0.5389458272327965,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank531_ood0p539_train_00791.png,,1,,,ood_score=0.5389; mean_cos=0.8086; centroid_cos=0.7144; density_rank=0.6332; centroid_rank=0.2028; confidence=0.9761
ood,532,train_00920,0.5380673499267936,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank532_ood0p538_train_00920.png,,0,,,ood_score=0.5381; mean_cos=0.8002; centroid_cos=0.7402; density_rank=0.5454; centroid_rank=0.3367; confidence=0.9999
ood,533,train_00811,0.5380673499267936,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank533_ood0p538_train_00811.png,,1,,,ood_score=0.5381; mean_cos=0.8119; centroid_cos=0.7008; density_rank=0.6728; centroid_rank=0.1457; confidence=0.9983
ood,534,train_00684,0.5361639824304539,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank534_ood0p536_train_00684.png,,1,,,ood_score=0.5362; mean_cos=0.7878; centroid_cos=0.7660; density_rank=0.4143; centroid_rank=0.5381; confidence=0.9669
ood,535,train_00741,0.5357247437774524,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank535_ood0p536_train_00741.png,,0,,,ood_score=0.5357; mean_cos=0.7502; centroid_cos=0.8260; density_rank=0.1398; centroid_rank=0.9510; confidence=0.8705
ood,536,train_00941,0.5355783308931186,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank536_ood0p536_train_00941.png,,0,,,ood_score=0.5356; mean_cos=0.7646; centroid_cos=0.8002; density_rank=0.2225; centroid_rank=0.8272; confidence=0.9926
ood,537,train_00111,0.5352855051244509,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank537_ood0p535_train_00111.png,,0,,,ood_score=0.5353; mean_cos=0.7718; centroid_cos=0.7913; density_rank=0.2679; centroid_rank=0.7599; confidence=0.9842
ood,538,train_00819,0.5351390922401171,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank538_ood0p535_train_00819.png,,0,,,ood_score=0.5351; mean_cos=0.7957; centroid_cos=0.7514; density_rank=0.4927; centroid_rank=0.4231; confidence=0.9997
ood,539,train_01150,0.5345534407027819,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank539_ood0p535_train_01150.png,,1,,,ood_score=0.5346; mean_cos=0.7876; centroid_cos=0.7669; density_rank=0.4122; centroid_rank=0.5454; confidence=0.9805
ood,540,train_00845,0.5345534407027819,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank540_ood0p535_train_00845.png,,0,,,ood_score=0.5346; mean_cos=0.7474; centroid_cos=0.8372; density_rank=0.1252; centroid_rank=0.9758; confidence=0.5983
ood,541,train_01347,0.5339677891654465,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank541_ood0p534_train_01347.png,,0,,,ood_score=0.5340; mean_cos=0.7621; centroid_cos=0.8036; density_rank=0.2108; centroid_rank=0.8488; confidence=0.9491
ood,542,train_01269,0.5336749633967789,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank542_ood0p534_train_01269.png,,0,,,ood_score=0.5337; mean_cos=0.8066; centroid_cos=0.7250; density_rank=0.6127; centroid_rank=0.2467; confidence=1.0000
ood,543,train_00849,0.5333821376281113,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank543_ood0p533_train_00849.png,,0,,,ood_score=0.5334; mean_cos=0.7922; centroid_cos=0.7596; density_rank=0.4517; centroid_rank=0.4890; confidence=1.0000
ood,544,train_00209,0.5322108345534406,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank544_ood0p532_train_00209.png,,0,,,ood_score=0.5322; mean_cos=0.7649; centroid_cos=0.8014; density_rank=0.2233; centroid_rank=0.8346; confidence=0.9907
ood,545,train_00788,0.531918008784773,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank545_ood0p532_train_00788.png,,0,,,ood_score=0.5319; mean_cos=0.7528; centroid_cos=0.8233; density_rank=0.1545; centroid_rank=0.9385; confidence=0.9478
ood,546,train_00799,0.5317715959004392,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank546_ood0p532_train_00799.png,,0,,,ood_score=0.5318; mean_cos=0.7947; centroid_cos=0.7547; density_rank=0.4788; centroid_rank=0.4524; confidence=0.8185
ood,547,train_00733,0.5316251830161054,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank547_ood0p532_train_00733.png,,0,,,ood_score=0.5316; mean_cos=0.7545; centroid_cos=0.8200; density_rank=0.1633; centroid_rank=0.9261; confidence=0.9599
ood,548,train_00567,0.5316251830161054,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank548_ood0p532_train_00567.png,,1,,,ood_score=0.5316; mean_cos=0.8161; centroid_cos=0.6858; density_rank=0.7108; centroid_rank=0.1047; confidence=0.9999
ood,549,train_00392,0.5304538799414349,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank549_ood0p530_train_00392.png,,0,,,ood_score=0.5305; mean_cos=0.7776; centroid_cos=0.7857; density_rank=0.3141; centroid_rank=0.7028; confidence=0.9969
ood,550,train_00923,0.5300146412884335,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank550_ood0p530_train_00923.png,,1,,,ood_score=0.5300; mean_cos=0.8209; centroid_cos=0.6531; density_rank=0.7526; centroid_rank=0.0461; confidence=0.9998
ood,551,train_01031,0.5300146412884333,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank551_ood0p530_train_01031.png,,0,,,ood_score=0.5300; mean_cos=0.7651; centroid_cos=0.8025; density_rank=0.2240; centroid_rank=0.8389; confidence=0.9926
ood,552,train_01119,0.5297218155197657,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank552_ood0p530_train_01119.png,,0,,,ood_score=0.5297; mean_cos=0.8146; centroid_cos=0.6964; density_rank=0.6969; centroid_rank=0.1303; confidence=0.9928
ood,553,train_00465,0.5297218155197657,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank553_ood0p530_train_00465.png,,1,,,ood_score=0.5297; mean_cos=0.8171; centroid_cos=0.6853; density_rank=0.7160; centroid_rank=0.1018; confidence=0.9476
ood,554,train_01179,0.5292825768667643,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank554_ood0p529_train_01179.png,,0,,,ood_score=0.5293; mean_cos=0.7988; centroid_cos=0.7459; density_rank=0.5307; centroid_rank=0.3807; confidence=0.9988
ood,555,train_00808,0.5291361639824305,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070102/outliers/ood/rank555_ood0p529_train_00808.png,,0,,,ood_score=0.5291; mean_cos=0.7572; centroid_cos=0.8153; density_rank=0.1830; centroid_rank=0.9026; confidence=0.6731
